,id,duracion_estadia,genero,edad,niños,codigo_destino,tipo_acomodacion
184,1009382,4,0,45.0,0.0,7,AirBnB
185,1011393,3,0,39.0,0.0,7,Hotel
186,1009893,2,0,50.0,1.0,4,Hotel
187,1005606,6,1,41.0,1.0,7,AirBnB
188,1014080,4,1,34.0,1.0,2,Hotel
189,1001767,3,1,40.0,1.0,1,Hotel
190,1005469,6,0,41.0,0.0,5,AirBnB
191,1005681,1,0,35.0,0.0,3,Hotel
192,1011103,3,0,44.0,1.0,5,Hotel
193,1007419,1,0,48.0,0.0,3,AirBnB
194,1011145,7,0,35.0,,4,Hotel
195,1001297,2,0,34.0,1.0,4,AirBnB
196,1009993,4,0,50.0,0.0,1,Hotel
197,1013523,4,0,45.0,0.0,4,AirBnB
198,1005703,2,0,38.0,0.0,3,Hotel
199,1011146,2,0,37.0,0.0,4,Hotel
200,1005289,5,0,42.0,0.0,7,AirBnB
201,1010710,7,1,42.0,0.0,2,Hotel
202,1005347,2,1,40.0,0.0,3,Hotel
203,1001487,5,0,34.0,0.0,6,Hotel
204,1007992,5,1,36.0,1.0,5,Hotel
205,1006409,5,1,48.0,0.0,6,Hotel
206,1010303,3,1,45.0,0.0,4,Hotel
207,1004892,1,0,41.0,1.0,0,Hotel
208,1001422,5,1,36.0,1.0,7,Hotel
209,1013853,8,1,,,7,AirBnB
210,1007165,4,0,37.0,0.0,4,Hotel
211,1000380,4,1,,0.0,5,AirBnB
212,1004093,4,0,36.0,1.0,1,Hotel
213,1001155,2,0,50.0,1.0,6,Hotel
214,1004292,1,1,44.0,0.0,4,AirBnB
215,1001556,3,0,33.0,1.0,0,AirBnB
216,1010570,2,1,37.0,1.0,0,Hotel
217,1001509,5,0,39.0,1.0,5,AirBnB
218,1009579,3,0,48.0,1.0,7,Hotel
219,1012877,3,1,45.0,1.0,0,AirBnB
220,1013107,5,1,35.0,1.0,2,Hotel
221,1013968,5,0,34.0,0.0,5,AirBnB
222,1010131,6,1,41.0,0.0,1,Hotel
223,1011232,2,1,,0.0,6,Hotel
224,1011453,1,1,41.0,,0,Hotel
225,1001093,3,0,37.0,1.0,6,AirBnB
226,1004644,3,0,36.0,,2,Hotel
227,1000701,4,1,38.0,0.0,0,AirBnB
228,1003853,1,1,43.0,1.0,8,AirBnB
229,1007969,5,1,,0.0,1,AirBnB
230,1007055,3,1,41.0,1.0,2,AirBnB
231,1009012,4,1,37.0,1.0,1,Hotel
232,1010243,5,0,34.0,0.0,5,AirBnB
233,1000669,5,0,40.0,0.0,3,Hotel
234,1010655,1,1,32.0,1.0,8,Hotel
235,1000356,4,0,39.0,0.0,0,Hotel
236,1010750,2,0,45.0,1.0,3,Hotel
237,1006149,2,1,36.0,1.0,1,Hotel
238,1002274,6,1,32.0,0.0,6,AirBnB
239,1000517,5,0,35.0,0.0,3,Hotel
240,1006416,8,1,43.0,,3,Hotel
241,1002187,5,0,49.0,1.0,6,Hotel
242,1002496,4,1,39.0,0.0,7,Hotel
243,1000911,3,1,34.0,1.0,2,Hotel
244,1005148,5,1,42.0,1.0,8,AirBnB
245,1003915,3,1,42.0,1.0,4,AirBnB
246,1013938,3,1,36.0,0.0,4,AirBnB
247,1011113,3,1,35.0,0.0,1,AirBnB
248,1012253,3,0,46.0,1.0,3,Hotel
249,1005969,2,0,,0.0,7,Hotel
250,1005926,2,1,45.0,1.0,7,Hotel
251,1003796,2,0,40.0,0.0,5,Hotel
252,1001511,4,0,42.0,1.0,8,Hotel
253,1000169,3,1,43.0,,8,Hotel
254,1001281,2,1,40.0,1.0,3,AirBnB
255,1011361,5,0,41.0,1.0,1,Hotel
256,1002514,3,0,47.0,,1,AirBnB
257,1006439,2,1,36.0,0.0,1,AirBnB
258,1005913,3,1,37.0,1.0,3,Hotel
259,1006512,4,0,34.0,,7,Hotel
260,1000927,5,1,33.0,1.0,4,Hotel
261,1008887,1,0,43.0,1.0,0,Hotel
262,1006767,2,0,,1.0,1,AirBnB
263,1003250,2,0,38.0,1.0,4,AirBnB
264,1007216,7,0,45.0,0.0,4,AirBnB
265,1003943,3,0,,0.0,2,Hotel
266,1007688,6,0,42.0,1.0,7,Hotel
267,1001331,3,0,35.0,0.0,7,Hotel
268,1003247,4,1,41.0,1.0,3,AirBnB
269,1002704,3,1,38.0,1.0,0,Hotel
270,1009832,6,1,42.0,0.0,6,Hotel
271,1009954,6,0,41.0,0.0,0,AirBnB
272,1011734,3,1,,0.0,7,Hotel
273,1003516,3,0,33.0,0.0,6,Hotel
274,1005506,3,1,41.0,1.0,4,AirBnB
275,1007557,3,0,36.0,1.0,1,AirBnB
276,1005463,5,1,46.0,1.0,8,AirBnB
277,1010009,3,0,,0.0,6,Hotel
278,1004990,5,1,36.0,1.0,6,Hotel
279,1001713,3,1,34.0,0.0,4,AirBnB
280,1006898,4,1,38.0,,0,AirBnB
281,1009336,3,1,36.0,1.0,1,Hotel
282,1008685,4,0,41.0,1.0,0,Hotel
283,1010649,3,0,46.0,1.0,3,Hotel
284,1004129,4,1,44.0,,7,Hotel
285,1009368,3,1,45.0,1.0,6,AirBnB
286,1009870,5,0,35.0,0.0,3,Hotel
287,1007944,4,1,39.0,1.0,8,Hotel
288,1000583,4,1,43.0,0.0,6,Hotel
289,1012657,3,1,42.0,0.0,4,Hotel
290,1001000,3,1,,1.0,4,Hotel
291,1001005,3,1,40.0,0.0,8,AirBnB
292,1008538,4,1,34.0,0.0,3,AirBnB
293,1003906,2,0,36.0,1.0,5,AirBnB
294,1004325,4,1,50.0,0.0,4,Hotel
295,1001277,1,0,42.0,,1,AirBnB
296,1009582,2,0,45.0,1.0,5,Hotel
297,1013559,2,0,40.0,1.0,3,AirBnB
298,1005080,10,1,34.0,0.0,2,AirBnB
299,1007537,1,1,33.0,,6,AirBnB
300,1010019,5,0,40.0,,0,Hotel
301,1010885,3,1,45.0,0.0,5,Hotel
302,1011562,5,0,47.0,1.0,8,Hotel
303,1005325,3,0,42.0,,1,AirBnB
304,1000255,3,0,42.0,1.0,3,Hotel
305,1011528,6,0,41.0,0.0,1,AirBnB
306,1012972,2,1,29.0,,6,AirBnB
307,1002630,7,1,44.0,1.0,3,AirBnB
308,1004832,6,0,39.0,0.0,0,Hotel
309,1002644,4,0,40.0,1.0,3,Hotel
310,1010271,4,1,46.0,0.0,7,Hotel
311,1013121,4,0,36.0,1.0,5,AirBnB
312,1008554,6,1,,0.0,7,AirBnB
313,1005644,4,0,39.0,,7,Hotel
314,1004897,8,1,,,8,AirBnB
315,1004000,6,1,42.0,,1,Hotel
316,1001030,8,1,31.0,0.0,5,AirBnB
317,1007664,3,0,44.0,1.0,8,Hotel
318,1012673,4,0,39.0,1.0,0,AirBnB
319,1011778,2,0,41.0,1.0,2,Hotel
320,1004549,2,1,34.0,0.0,6,AirBnB
321,1011960,5,0,47.0,1.0,4,Hotel
322,1002008,2,0,,0.0,5,Hotel
323,1001883,3,1,46.0,1.0,0,AirBnB
324,1005929,3,1,33.0,,3,AirBnB
325,1013564,3,0,43.0,1.0,1,Hotel
326,1012971,1,1,,0.0,4,Hotel
327,1007331,2,0,45.0,0.0,8,AirBnB
328,1006649,6,1,,0.0,2,AirBnB
329,1008393,5,0,,0.0,2,Hotel
330,1000325,2,0,38.0,0.0,7,Hotel
331,1000606,3,1,44.0,0.0,3,Hotel
332,1002315,1,1,34.0,1.0,8,Hotel
333,1003222,2,0,36.0,1.0,3,AirBnB
334,1008838,5,1,,0.0,3,AirBnB
335,1001098,10,1,37.0,1.0,8,Hotel
336,1008807,3,0,35.0,0.0,7,Hotel
337,1007202,10,1,44.0,0.0,3,AirBnB
338,1006178,6,0,38.0,0.0,0,Hotel
339,1001647,3,1,43.0,1.0,1,AirBnB
340,1000421,2,0,32.0,1.0,5,AirBnB
341,1006682,3,1,42.0,0.0,8,Hotel
342,1002824,3,1,36.0,0.0,1,AirBnB
343,1003988,3,0,44.0,0.0,0,AirBnB
344,1004527,5,0,37.0,,7,Hotel
345,1004076,2,1,37.0,1.0,8,Hotel
346,1006192,1,0,36.0,1.0,8,AirBnB
347,1013237,4,1,44.0,,0,Hotel
348,1000852,5,0,37.0,1.0,4,AirBnB
349,1013305,2,0,42.0,0.0,8,Hotel
350,1005277,1,0,42.0,1.0,4,Hotel
351,1009936,6,1,36.0,0.0,3,AirBnB
352,1006731,2,0,45.0,0.0,0,AirBnB
353,1007381,5,1,39.0,0.0,8,AirBnB
354,1009855,3,1,40.0,0.0,3,AirBnB
355,1007184,2,1,29.0,1.0,6,Hotel
356,1004215,4,1,36.0,1.0,6,Hotel
357,1001338,5,0,42.0,1.0,2,Hotel
358,1009994,3,0,31.0,1.0,1,Hotel
359,1009240,3,1,43.0,0.0,7,Hotel
360,1006408,5,1,31.0,,4,AirBnB
361,1008678,3,1,40.0,0.0,1,Hotel
362,1012507,4,1,40.0,1.0,8,Hotel
363,1002933,1,1,42.0,0.0,4,AirBnB
364,1008189,3,0,35.0,,3,Hotel
365,1000408,4,1,36.0,0.0,1,Hotel
366,1014054,3,0,45.0,1.0,7,Hotel
367,1007209,6,1,41.0,0.0,3,Hotel
368,1001244,3,1,42.0,1.0,7,AirBnB
369,1012967,4,0,42.0,1.0,0,Hotel
370,1003360,5,0,38.0,0.0,8,Hotel
371,1009401,4,1,41.0,1.0,0,AirBnB
372,1003530,3,0,41.0,,1,AirBnB
373,1006343,4,0,34.0,1.0,1,AirBnB
374,1007488,4,0,41.0,0.0,5,AirBnB
375,1008159,4,1,40.0,0.0,0,Hotel
376,1004287,4,0,39.0,1.0,5,AirBnB
377,1014030,2,0,40.0,,1,Hotel
378,1006222,7,0,42.0,1.0,1,Hotel
379,1008403,6,0,43.0,1.0,0,Hotel
380,1004455,3,0,,1.0,4,AirBnB
381,1012240,2,0,,0.0,2,AirBnB
382,1003225,5,0,39.0,1.0,4,AirBnB
383,1002864,4,1,,1.0,8,Hotel
384,1006158,2,1,40.0,0.0,6,Hotel
385,1009089,6,1,29.0,1.0,5,Hotel
386,1005636,5,1,41.0,1.0,3,AirBnB
387,1009957,3,0,,0.0,7,AirBnB
388,1002184,2,1,40.0,0.0,6,Hotel
389,1010713,1,0,39.0,0.0,0,Hotel
390,1003831,4,0,,1.0,8,Hotel
391,1003129,4,1,31.0,0.0,8,AirBnB
392,1002712,3,1,42.0,1.0,8,Hotel
393,1008729,8,1,42.0,0.0,0,Hotel
394,1003458,9,0,42.0,1.0,5,Hotel
395,1008876,4,1,48.0,1.0,2,AirBnB
396,1012676,2,1,49.0,,5,Hotel
397,1002389,6,0,36.0,0.0,0,Hotel
398,1006959,2,1,39.0,1.0,2,Hotel
399,1008353,4,0,33.0,1.0,5,AirBnB
400,1007151,3,0,,1.0,4,AirBnB
401,1000229,1,0,46.0,,3,AirBnB
402,1003172,4,0,38.0,0.0,7,Hotel
403,1003898,6,1,44.0,1.0,7,AirBnB
404,1010258,4,0,39.0,0.0,4,Hotel
405,1010527,3,1,43.0,0.0,7,Hotel
406,1007632,6,0,37.0,,7,Hotel
407,1011334,3,1,36.0,1.0,8,Hotel
408,1000139,2,0,46.0,1.0,3,Hotel
409,1012591,5,1,38.0,,6,AirBnB
410,1013781,1,1,37.0,0.0,2,Hotel
411,1008232,3,1,48.0,0.0,4,Hotel
412,1001103,3,0,36.0,1.0,2,AirBnB
413,1005121,5,1,29.0,0.0,7,AirBnB
414,1005262,4,0,40.0,0.0,8,Hotel
415,1003461,4,0,33.0,,4,Hotel
416,1001819,2,1,35.0,,4,AirBnB
417,1009733,4,1,43.0,0.0,7,Hotel
418,1007913,6,0,36.0,0.0,3,Hotel
419,1004344,2,1,40.0,0.0,6,Hotel
420,1001785,5,0,45.0,0.0,5,AirBnB
421,1010772,3,0,35.0,1.0,2,AirBnB
422,1002643,5,0,,,4,Hotel
423,1004827,3,0,39.0,1.0,3,AirBnB
424,1007357,2,0,34.0,0.0,8,Hotel
425,1002708,2,1,41.0,1.0,4,AirBnB
426,1000849,8,0,41.0,1.0,1,Hotel
427,1007690,3,1,43.0,1.0,5,AirBnB
428,1012636,5,1,39.0,0.0,7,AirBnB
429,1007821,5,1,,1.0,3,Hotel
430,1009830,4,0,37.0,0.0,7,Hotel
431,1008628,4,0,39.0,1.0,8,AirBnB
432,1010513,5,1,,0.0,3,AirBnB
433,1004137,9,0,35.0,1.0,8,AirBnB
434,1001165,3,0,30.0,0.0,8,Hotel
435,1000563,5,1,49.0,0.0,4,Hotel
436,1008704,4,1,43.0,0.0,7,Hotel
437,1000105,3,1,39.0,0.0,1,AirBnB
438,1006725,6,0,46.0,0.0,6,AirBnB
439,1007635,5,0,37.0,0.0,2,AirBnB
440,1009028,6,0,35.0,1.0,8,AirBnB
441,1000234,3,1,31.0,1.0,5,Hotel
442,1001355,4,0,39.0,1.0,0,AirBnB
443,1005608,4,1,29.0,1.0,3,Hotel
444,1012295,5,1,43.0,1.0,2,AirBnB
445,1012727,4,0,37.0,0.0,3,Hotel
446,1005714,2,0,44.0,1.0,2,Hotel
447,1009932,4,0,40.0,1.0,5,Hotel
448,1012512,4,0,33.0,1.0,4,AirBnB
449,1011239,9,1,45.0,,0,Hotel
450,1012229,4,0,52.0,0.0,7,AirBnB
451,1010393,1,0,44.0,1.0,7,Hotel
452,1001334,4,0,46.0,0.0,0,AirBnB
453,1010956,4,0,40.0,1.0,8,Hotel
454,1005445,4,0,38.0,1.0,3,AirBnB
455,1008952,4,1,41.0,1.0,3,AirBnB
456,1000417,4,0,44.0,1.0,7,Hotel
457,1013254,7,0,39.0,1.0,5,AirBnB
458,1002119,6,1,34.0,1.0,1,Hotel
459,1005583,3,0,37.0,1.0,7,AirBnB
460,1003453,7,1,36.0,0.0,3,AirBnB
461,1009959,3,0,42.0,1.0,4,Hotel
462,1000047,3,1,32.0,1.0,5,Hotel
463,1011220,4,0,39.0,1.0,8,AirBnB
464,1002758,3,0,46.0,0.0,5,AirBnB
465,1011922,4,0,45.0,1.0,2,Hotel
466,1010567,2,0,37.0,,4,Hotel
467,1012244,2,0,43.0,,1,Hotel
468,1003057,6,0,38.0,1.0,3,AirBnB
469,1011377,6,0,44.0,,1,AirBnB
470,1010720,4,1,,1.0,4,Hotel
471,1007174,2,0,37.0,0.0,0,Hotel
472,1009976,5,1,40.0,1.0,5,Hotel
473,1004741,4,1,38.0,0.0,7,AirBnB
474,1008762,4,0,41.0,0.0,8,Hotel
475,1002251,2,1,49.0,1.0,7,AirBnB
476,1010276,1,0,38.0,1.0,7,AirBnB
477,1007265,3,0,40.0,1.0,1,AirBnB
478,1004022,7,0,34.0,0.0,0,Hotel
479,1013571,2,0,,1.0,5,AirBnB
480,1001664,1,1,33.0,1.0,6,Hotel
481,1004591,6,1,52.0,0.0,6,Hotel
482,1008218,5,1,39.0,1.0,3,Hotel
483,1003098,4,1,30.0,1.0,1,Hotel
484,1000918,2,0,44.0,0.0,3,AirBnB
485,1006918,1,0,,0.0,7,Hotel
486,1006592,4,0,41.0,0.0,6,AirBnB
487,1004817,2,1,40.0,1.0,0,Hotel
488,1004572,8,1,48.0,0.0,3,Hotel
489,1006074,6,1,30.0,0.0,6,AirBnB
490,1011795,4,1,,0.0,5,AirBnB
491,1001916,3,0,42.0,,2,AirBnB
492,1007248,3,0,40.0,1.0,3,AirBnB
493,1009629,6,1,42.0,1.0,6,AirBnB
494,1011553,6,1,35.0,0.0,8,Hotel
495,1000519,8,0,37.0,0.0,2,Hotel
496,1008875,5,1,40.0,0.0,6,AirBnB
497,1010882,4,0,36.0,,1,Hotel
498,1008715,4,0,32.0,1.0,6,AirBnB
499,1012816,6,1,47.0,,8,AirBnB
500,1001264,3,0,,0.0,8,Hotel
501,1001352,5,1,45.0,1.0,6,AirBnB
502,1008026,2,0,40.0,1.0,2,Hotel
503,1004351,3,1,36.0,,8,AirBnB
504,1002995,3,1,40.0,0.0,6,Hotel
505,1007866,4,1,33.0,1.0,7,Hotel
506,1005252,4,0,35.0,1.0,0,AirBnB
507,1009187,5,1,52.0,,8,Hotel
508,1001462,2,0,45.0,1.0,5,Hotel
509,1011725,7,1,41.0,0.0,1,Hotel
510,1004764,4,0,39.0,1.0,3,AirBnB
511,1009854,4,0,41.0,1.0,1,Hotel
512,1005632,5,1,43.0,1.0,6,AirBnB
513,1008380,5,0,37.0,1.0,5,Hotel
514,1008171,4,0,40.0,0.0,7,AirBnB
515,1011539,4,0,,0.0,0,AirBnB
516,1002101,4,1,42.0,1.0,3,AirBnB
517,1008360,1,0,34.0,0.0,6,Hotel
518,1012241,1,0,40.0,0.0,6,Hotel
519,1007548,5,1,33.0,0.0,3,AirBnB
520,1000985,4,1,42.0,0.0,2,AirBnB
521,1000600,1,0,43.0,1.0,3,Hotel
522,1002778,4,0,34.0,0.0,5,Hotel
523,1011286,4,1,46.0,0.0,1,Hotel
524,1002385,4,1,40.0,,0,Hotel
525,1002241,2,0,31.0,,3,Hotel
526,1013459,1,0,,1.0,5,AirBnB
527,1013311,3,0,41.0,1.0,2,Hotel
528,1010843,2,0,32.0,1.0,8,AirBnB
529,1003343,2,1,43.0,1.0,4,AirBnB
530,1008873,4,1,44.0,1.0,2,AirBnB
531,1008501,2,0,47.0,1.0,4,Hotel
532,1002603,4,0,,1.0,7,Hotel
533,1012503,3,1,43.0,0.0,4,Hotel
534,1006505,2,1,46.0,1.0,8,AirBnB
535,1013067,4,1,43.0,1.0,5,AirBnB
536,1007922,5,0,45.0,1.0,4,Hotel
537,1001656,6,1,31.0,1.0,2,Hotel
538,1002336,4,0,51.0,1.0,4,Hotel
539,1005195,2,1,41.0,1.0,2,AirBnB
540,1006365,4,1,39.0,1.0,3,Hotel
541,1009577,8,1,,1.0,8,Hotel
542,1001309,5,1,39.0,0.0,1,AirBnB
543,1002963,4,1,31.0,1.0,1,Hotel
544,1012479,1,0,46.0,,0,AirBnB
545,1010645,2,1,36.0,1.0,3,Hotel
546,1006356,6,1,32.0,,1,AirBnB
547,1007616,2,1,38.0,0.0,6,AirBnB
548,1011179,7,1,40.0,1.0,2,AirBnB
549,1006790,5,0,46.0,0.0,5,AirBnB
550,1007145,6,1,42.0,0.0,7,Hotel
551,1001430,2,1,39.0,1.0,7,Hotel
552,1001611,4,0,37.0,0.0,4,Hotel
553,1010437,4,0,43.0,1.0,4,Hotel
554,1003221,1,1,,1.0,3,Hotel
555,1010990,3,1,33.0,0.0,5,AirBnB
556,1002979,1,1,34.0,0.0,8,AirBnB
557,1005119,2,1,40.0,,1,AirBnB
558,1007981,3,1,43.0,0.0,6,AirBnB
559,1013867,3,1,31.0,0.0,3,AirBnB
